GrayTol,210,k_Clusters,10,maxRounds,50,Tol_ProportionalDeltaDensity,0.55,Ncurves,25,NBezierPoints,5,searchWidh,5,NPopulation,50,propElites,0.5,NGenerations,20,mutate_probab,0.25,mutate_Gauss_SD,2
__________________________________________________________
Genotype,Generation,Fitness,Ncurves where curve=[[X0,Y0],[X1,Y1],[X2,Y2],[X3,Y3],cluster]
0,1,37.487842601994316,13,37,21.1,28.0,31.9,16.0,40,7,0,16,89,19.9,101.3,25.1,117.7,29,130,1,15,82,14.1,71.8,12.9,58.2,12,48,2,33,162,31.8,152.7,30.2,140.3,29,131,3,83,90,80.3,95.1,76.7,101.9,74,107,4,81,6,69.0,6.3,53.0,6.7,41,7,5,57,164,54.3,163.7,50.7,163.3,48,163,6,83,136,86.0,129.1,90.0,119.9,93,113,7,99,21,93.6,16.8,86.4,11.2,81,7,8,99,48,96.3,56.4,92.7,67.6,90,76,9,29,130,25.4,117.7,20.6,101.3,17,89,1,14,76,14.6,78.7,15.4,82.3,16,85,2,33,162,31.8,153.9,30.2,143.1,29,135,3,83,92,80.3,96.8,76.7,103.2,74,108,4,81,6,69.0,6.3,53.0,6.7,41,7,5,68,142,64.7,148.6,60.3,157.4,57,164,6,83,135,79.4,128.7,74.6,120.3,71,114,7,81,8,86.4,17.0,93.6,29.0,99,38,8,90,76,92.7,64.9,96.3,50.1,99,39,9,90,77,92.7,65.6,96.3,50.4,99,39,9,83,135,78.2,135.6,71.8,136.4,67,137,7,86,7,90.2,14.5,95.8,24.5,100,32,8,90,76,92.7,64.9,96.3,50.1,99,39,9,83,135,78.2,134.4,71.8,133.6,67,133,7,100,32,95.8,24.5,90.2,14.5,86,7,8
1,1,40.31512312800339,24,9,20.7,17.4,16.3,28.6,13,37,0,29,129,25.1,116.7,19.9,100.3,16,88,1,14,83,13.4,72.5,12.6,58.5,12,48,2,33,162,37.2,162.3,42.8,162.7,47,163,3,83,90,86.0,96.6,90.0,105.4,93,112,4,41,7,53.0,6.7,69.0,6.3,81,6,5,57,164,61.2,156.8,66.8,147.2,71,140,6,83,136,78.2,136.3,71.8,136.7,67,137,7,81,8,86.7,15.2,94.3,24.8,100,32,8,90,77,92.7,68.3,96.3,56.7,99,48,9,64,159,66.7,153.3,70.3,145.7,73,140,6,83,136,86.0,129.1,90.0,119.9,93,113,7,86,8,90.2,16.1,95.8,26.9,100,35,8,90,76,92.7,64.9,96.3,50.1,99,39,9,33,162,31.8,152.7,30.2,140.3,29,131,3,83,92,86.0,95.9,90.0,101.1,93,105,4,81,6,69.0,6.3,53.0,6.7,41,7,5,68,140,62.0,146.9,54.0,156.1,48,163,6,83,135,79.4,129.9,74.6,123.1,71,118,7,86,7,89.9,16.3,95.1,28.7,99,38,8,99,39,96.3,50.4,92.7,65.6,90,77,9,33,162,31.8,152.7,30.2,140.3,29,131,3,83,90,80.3,95.4,76.7,102.6,74,108,4,41,7,53.0,6.7,69.0,6.3,81,6,5,68,142,66.8,148.6,65.2,157.4,64,164,6
2,1,35.71755372810778,40,8,31.9,17.9,21.1,31.1,13,41,0,17,92,20.6,103.1,25.4,117.9,29,129,1,12,48,12.0,54.9,12.0,64.1,12,71,2,33,162,31.8,153.9,30.2,143.1,29,135,3,83,92,86.0,98.0,90.0,106.0,93,112,4,41,7,53.0,6.7,69.0,6.3,81,6,5,67,142,66.1,147.1,64.9,153.9,64,159,6,83,135,79.4,128.7,74.6,120.3,71,114,7,86,7,90.2,14.5,95.8,24.5,100,32,8,99,39,96.3,50.1,92.7,64.9,90,76,9,16,89,19.9,101.3,25.1,117.7,29,130,1,14,76,14.6,78.7,15.4,82.3,16,85,2,47,163,41.6,153.4,34.4,140.6,29,131,3,83,90,80.3,95.1,76.7,101.9,74,107,4,81,6,69.0,6.3,53.0,6.7,41,7,5,73,141,68.2,147.9,61.8,157.1,57,164,6,67,133,74.8,127.0,85.2,119.0,93,113,7,99,38,93.6,29.0,86.4,17.0,81,8,8,99,48,96.3,56.7,92.7,68.3,90,77,9,40,163,36.7,153.4,32.3,140.6,29,131,3,83,92,80.3,96.8,76.7,103.2,74,108,4,41,7,53.0,6.7,69.0,6.3,81,6,5,73,141,65.5,147.6,55.5,156.4,48,163,6,71,127,77.6,124.0,86.4,120.0,93,117,7,86,8,89.9,11.9,95.1,17.1,99,21,8
3,1,43.52328183325603,13,37,13.0,38.2,13.0,39.8,13,41,0,17,92,20.6,103.1,25.4,117.9,29,129,1,14,76,14.6,78.7,15.4,82.3,16,85,2,33,162,31.8,152.7,30.2,140.3,29,131,3,83,90,86.0,94.5,90.0,100.5,93,105,4,81,6,69.0,6.3,53.0,6.7,41,7,5,68,142,66.8,147.1,65.2,153.9,64,159,6,83,136,86.0,129.1,90.0,119.9,93,113,7,86,8,89.9,17.0,95.1,29.0,99,38,8,90,77,92.7,65.6,96.3,50.4,99,39,9,74,107,76.7,102.5,80.3,96.5,83,92,4,81,6,69.0,6.3,53.0,6.7,41,7,5,71,140,64.1,146.9,54.9,156.1,48,163,6,83,135,79.4,132.6,74.6,129.4,71,127,7,86,7,90.2,14.5,95.8,24.5,100,32,8,99,48,96.3,56.4,92.7,67.6,90,76,9,71,126,77.6,123.3,86.4,119.7,93,117,7,81,7,86.7,15.4,94.3,26.6,100,35,8,90,77,92.7,68.3,96.3,56.7,99,48,9,83,92,80.3,96.5,76.7,102.5,74,107,4,41,7,53.0,6.7,69.0,6.3,81,6,5,67,137,66.1,145.1,64.9,155.9,64,164,6,67,137,68.2,131.3,69.8,123.7,71,118,7,99,21,95.1,16.8,89.9,11.2,86,7,8,90,77,92.7,65.6,96.3,50.4,99,39,9
4,1,39.14784755875627,40,8,35.2,8.0,28.8,8.0,24,8,0,16,89,19.9,101.0,25.1,117.0,29,129,1,14,76,13.4,67.6,12.6,56.4,12,48,2,33,162,37.2,162.3,42.8,162.7,47,163,3,93,112,90.0,106.0,86.0,98.0,83,92,4,81,6,69.0,6.3,53.0,6.7,41,7,5,64,159,59.2,160.2,52.8,161.8,48,163,6,83,136,78.2,136.3,71.8,136.7,67,137,7,99,38,95.1,28.7,89.9,16.3,86,7,8,99,48,96.3,56.7,92.7,68.3,90,77,9,29,130,25.4,117.7,20.6,101.3,17,89,1,16,85,14.8,73.9,13.2,59.1,12,48,2,33,162,31.8,153.9,30.2,143.1,29,135,3,74,107,79.7,106.4,87.3,105.6,93,105,4,41,7,53.0,6.7,69.0,6.3,81,6,5,68,140,66.8,147.2,65.2,156.8,64,164,6,83,135,78.2,134.4,71.8,133.6,67,133,7,100,35,94.3,26.6,86.7,15.4,81,7,8,99,39,96.3,50.1,92.7,64.9,90,76,9,71,127,77.6,122.8,86.4,117.2,93,113,7,100,32,94.3,24.8,86.7,15.2,81,8,8,99,48,96.3,56.4,92.7,67.6,90,76,9,15,86,14.1,74.6,12.9,59.4,12,48,2,33,162,31.8,152.7,30.2,140.3,29,131,3,83,90,80.3,95.4,76.7,102.6,74,108,4
5,1,39.819551831117344,24,8,20.7,16.7,16.3,28.3,13,37,0,16,88,19.9,100.3,25.1,116.7,29,129,1,14,76,13.4,67.6,12.6,56.4,12,48,2,29,135,32.3,143.4,36.7,154.6,40,163,3,74,108,76.7,102.6,80.3,95.4,83,90,4,41,7,53.0,6.7,69.0,6.3,81,6,5,68,142,66.8,147.1,65.2,153.9,64,159,6,83,136,79.4,129.4,74.6,120.6,71,114,7,99,38,93.6,28.7,86.4,16.3,81,7,8,99,48,96.3,56.7,92.7,68.3,90,77,9,29,130,25.4,117.7,20.6,101.3,17,89,1,15,82,14.1,71.8,12.9,58.2,12,48,2,33,162,31.8,152.7,30.2,140.3,29,131,3,83,92,86.0,98.0,90.0,106.0,93,112,4,41,7,53.0,6.7,69.0,6.3,81,6,5,73,140,68.2,147.2,61.8,156.8,57,164,6,67,137,74.8,129.8,85.2,120.2,93,113,7,86,7,90.2,14.5,95.8,24.5,100,32,8,90,76,92.7,64.9,96.3,50.1,99,39,9,83,135,86.0,129.6,90.0,122.4,93,117,7,100,35,94.3,26.9,86.7,16.1,81,8,8,90,77,92.7,65.6,96.3,50.4,99,39,9,99,39,96.3,50.1,92.7,64.9,90,76,9,83,136,86.0,130.3,90.0,122.7,93,117,7,99,38,95.1,29.0,89.9,17.0,86,8,8
6,1,39.40817605705878,13,41,21.1,31.1,31.9,17.9,40,8,0,16,88,19.9,100.6,25.1,117.4,29,130,1,14,83,13.4,72.5,12.6,58.5,12,48,2,33,162,31.8,153.9,30.2,143.1,29,135,3,83,90,86.0,96.6,90.0,105.4,93,112,4,81,6,69.0,6.3,53.0,6.7,41,7,5,64,159,64.9,153.9,66.1,147.1,67,142,6,83,135,79.4,132.3,74.6,128.7,71,126,7,86,7,89.9,16.3,95.1,28.7,99,38,8,99,48,96.3,56.4,92.7,67.6,90,76,9,83,136,78.2,136.3,71.8,136.7,67,137,7,100,32,95.8,24.8,90.2,15.2,86,8,8,90,77,92.7,65.6,96.3,50.4,99,39,9,83,92,86.0,95.9,90.0,101.1,93,105,4,81,6,69.0,6.3,53.0,6.7,41,7,5,67,137,61.3,144.8,53.7,155.2,48,163,6,71,126,77.6,123.3,86.4,119.7,93,117,7,81,7,86.4,11.2,93.6,16.8,99,21,8,99,39,96.3,50.1,92.7,64.9,90,76,9,73,140,70.3,147.2,66.7,156.8,64,164,6,83,136,78.2,135.1,71.8,133.9,67,133,7,100,35,94.3,26.9,86.7,16.1,81,8,8,90,77,92.7,65.6,96.3,50.4,99,39,9,83,135,79.4,129.9,74.6,123.1,71,118,7,86,8,84.5,7.7,82.5,7.3,81,7,8
7,1,42.228347634511714,40,8,31.9,16.7,21.1,28.3,13,37,0,16,88,19.9,100.6,25.1,117.4,29,130,1,12,48,13.2,59.1,14.8,73.9,16,85,2,33,162,31.8,152.7,30.2,140.3,29,131,3,93,112,90.0,105.4,86.0,96.6,83,90,4,41,7,53.0,6.7,69.0,6.3,81,6,5,68,140,64.7,147.2,60.3,156.8,57,164,6,83,136,86.0,129.1,90.0,119.9,93,113,7,81,8,86.7,16.1,94.3,26.9,100,35,8,90,76,92.7,64.9,96.3,50.1,99,39,9,13,41,16.3,31.1,20.7,17.9,24,8,0,17,89,20.6,101.3,25.4,117.7,29,130,1,16,87,14.8,75.3,13.2,59.7,12,48,2,33,162,31.8,152.7,30.2,140.3,29,131,3,93,105,87.3,105.6,79.7,106.4,74,107,4,41,7,53.0,6.7,69.0,6.3,81,6,5,68,142,66.8,147.1,65.2,153.9,64,159,6,67,133,71.8,133.6,78.2,134.4,83,135,7,81,7,86.4,16.3,93.6,28.7,99,38,8,99,48,96.3,56.4,92.7,67.6,90,76,9,67,137,68.2,130.1,69.8,120.9,71,114,7,99,21,99.0,26.1,99.0,32.9,99,38,8,99,39,96.3,50.4,92.7,65.6,90,77,9,71,140,68.9,147.2,66.1,156.8,64,164,6,93,117,86.4,119.7,77.6,123.3,71,126,7
8,1,33.80852883859865,13,37,21.1,28.3,31.9,16.7,40,8,0,17,89,20.6,101.3,25.4,117.7,29,130,1,12,48,12.6,56.4,13.4,67.6,14,76,2,33,162,35.1,162.3,37.9,162.7,40,163,3,74,108,76.7,102.6,80.3,95.4,83,90,4,41,7,53.0,6.7,69.0,6.3,81,6,5,68,140,62.0,146.9,54.0,156.1,48,163,6,83,136,86.0,130.3,90.0,122.7,93,117,7,81,8,86.4,17.0,93.6,29.0,99,38,8,99,48,96.3,56.4,92.7,67.6,90,76,9,83,92,80.3,96.5,76.7,102.5,74,107,4,41,7,53.0,6.7,69.0,6.3,81,6,5,64,159,66.7,153.6,70.3,146.4,73,141,6,83,135,86.0,128.4,90.0,119.6,93,113,7,86,8,89.9,11.9,95.1,17.1,99,21,8,90,77,92.7,65.6,96.3,50.4,99,39,9,93,105,93.0,107.1,93.0,109.9,93,112,4,41,7,53.0,6.7,69.0,6.3,81,6,5,71,140,66.8,147.2,61.2,156.8,57,164,6,83,135,79.4,128.7,74.6,120.3,71,114,7,100,35,95.8,26.6,90.2,15.4,86,7,8,99,39,96.3,50.1,92.7,64.9,90,76,9,83,136,78.2,136.3,71.8,136.7,67,137,7,86,8,90.2,16.1,95.8,26.9,100,35,8,99,48,96.3,56.4,92.7,67.6,90,76,9
9,1,39.08055149669998,40,8,31.9,16.7,21.1,28.3,13,37,0,29,130,25.4,118.6,20.6,103.4,17,92,1,16,85,14.8,80.8,13.2,75.2,12,71,2,33,162,31.8,152.7,30.2,140.3,29,131,3,83,92,86.0,98.0,90.0,106.0,93,112,4,81,6,69.0,6.3,53.0,6.7,41,7,5,68,142,62.0,148.3,54.0,156.7,48,163,6,83,136,79.4,130.6,74.6,123.4,71,118,7,81,7,86.7,15.4,94.3,26.6,100,35,8,99,39,96.3,50.1,92.7,64.9,90,76,9,83,136,79.4,129.4,74.6,120.6,71,114,7,86,7,90.2,14.5,95.8,24.5,100,32,8,90,77,92.7,65.6,96.3,50.4,99,39,9,17,89,20.6,101.0,25.4,117.0,29,129,1,14,83,13.4,72.5,12.6,58.5,12,48,2,33,162,31.8,152.7,30.2,140.3,29,131,3,83,90,86.0,94.5,90.0,100.5,93,105,4,81,6,69.0,6.3,53.0,6.7,41,7,5,73,140,68.2,147.2,61.8,156.8,57,164,6,83,135,86.0,128.4,90.0,119.6,93,113,7,99,21,93.6,17.1,86.4,11.9,81,8,8,90,76,92.7,67.6,96.3,56.4,99,48,9,83,136,79.4,133.0,74.6,129.0,71,126,7,86,8,89.9,11.9,95.1,17.1,99,21,8,99,48,96.3,56.4,92.7,67.6,90,76,9
